Ping_ID,Shipment_ID,Waypoint_Seq,Recorded_At,Vehicle_Speed_KMH,Instantaneous_Temp_C,Ambient_Temp_C,Compressor_Power_KW,Door_State
PING-9210,SHP-1092,10,2026-03-09 04:48:00,68,4.95,34.21,2.4,CLOSED
PING-9301,SHP-1093,1,2026-03-09 00:00:00,50,3.81,28.59,2.4,CLOSED
PING-9302,SHP-1093,2,2026-03-09 00:58:00,77,3.72,29.43,2.4,CLOSED
PING-9303,SHP-1093,3,2026-03-09 01:37:00,0,7.84,29.29,4.8,OPEN
PING-9304,SHP-1093,4,2026-03-09 02:29:00,77,6.64,27.04,2.4,CLOSED
PING-9305,SHP-1093,5,2026-03-09 03:06:00,68,5.44,28.31,2.4,CLOSED
PING-9306,SHP-1093,6,2026-03-09 03:45:00,46,4.24,26.88,2.4,CLOSED
PING-9307,SHP-1093,7,2026-03-09 04:39:00,0,6.39,29.33,4.8,OPEN
PING-9308,SHP-1093,8,2026-03-09 05:29:00,59,5.19,26.91,2.4,CLOSED
PING-9309,SHP-1093,9,2026-03-09 06:23:00,45,3.99,30.95,2.4,CLOSED
PING-9310,SHP-1093,10,2026-03-09 07:20:00,62,3.95,29.38,2.4,CLOSED
PING-9311,SHP-1093,11,2026-03-09 08:04:00,74,4.18,28.61,2.4,CLOSED
PING-9312,SHP-1093,12,2026-03-09 08:54:00,76,4.44,29.56,2.4,CLOSED
PING-9401,SHP-1094,1,2026-03-09 02:00:00,53,3.61,29.87,2.4,CLOSED
PING-9402,SHP-1094,2,2026-03-09 02:54:00,75,3.69,31.7,2.4,CLOSED
PING-9403,SHP-1094,3,2026-03-09 03:43:00,76,3.76,32.3,2.4,CLOSED
PING-9404,SHP-1094,4,2026-03-09 04:18:00,67,3.78,32.08,2.4,CLOSED
PING-9405,SHP-1094,5,2026-03-09 04:58:00,76,4.0,29.26,2.4,CLOSED
PING-9406,SHP-1094,6,2026-03-09 05:55:00,46,3.76,28.67,2.4,CLOSED
PING-9407,SHP-1094,7,2026-03-09 06:31:00,46,3.97,29.45,2.4,CLOSED
PING-9408,SHP-1094,8,2026-03-09 07:08:00,47,3.85,31.63,2.4,CLOSED
PING-9409,SHP-1094,9,2026-03-09 07:46:00,71,4.06,28.04,2.4,CLOSED
PING-9410,SHP-1094,10,2026-03-09 08:43:00,52,3.78,28.14,2.4,CLOSED
PING-9411,SHP-1094,11,2026-03-09 09:26:00,71,3.79,29.82,2.4,CLOSED
PING-9412,SHP-1094,12,2026-03-09 10:18:00,69,3.6,29.26,2.4,CLOSED
PING-9501,SHP-1095,1,2026-03-09 04:00:00,56,3.72,39.74,2.4,CLOSED
PING-9502,SHP-1095,2,2026-03-09 04:59:00,55,3.69,37.7,2.4,CLOSED
PING-9503,SHP-1095,3,2026-03-09 05:51:00,69,3.55,35.09,2.4,CLOSED
PING-9504,SHP-1095,4,2026-03-09 06:27:00,56,3.48,36.55,2.4,CLOSED
PING-9505,SHP-1095,5,2026-03-09 07:14:00,51,3.37,36.51,2.4,CLOSED
PING-9506,SHP-1095,6,2026-03-09 08:13:00,59,3.32,37.98,2.4,CLOSED
PING-9507,SHP-1095,7,2026-03-09 09:12:00,67,3.16,38.75,2.4,CLOSED
PING-9508,SHP-1095,8,2026-03-09 10:02:00,67,2.91,35.16,2.4,CLOSED
PING-9509,SHP-1095,9,2026-03-09 10:51:00,51,3.05,39.44,2.4,CLOSED
PING-9510,SHP-1095,10,2026-03-09 11:26:00,60,3.26,36.01,2.4,CLOSED
PING-9511,SHP-1095,11,2026-03-09 12:04:00,47,3.53,35.91,2.4,CLOSED
PING-9512,SHP-1095,12,2026-03-09 12:47:00,62,3.6,35.5,2.4,CLOSED
PING-9601,SHP-1096,1,2026-03-09 06:00:00,55,3.5,31.98,2.4,CLOSED
PING-9602,SHP-1096,2,2026-03-09 06:52:00,58,3.21,33.46,2.4,CLOSED
PING-9603,SHP-1096,3,2026-03-09 07:44:00,0,7.0,33.32,4.8,OPEN
PING-9604,SHP-1096,4,2026-03-09 08:39:00,54,5.8,34.1,2.4,CLOSED
PING-9605,SHP-1096,5,2026-03-09 09:32:00,67,4.6,37.08,2.4,CLOSED
PING-9606,SHP-1096,6,2026-03-09 10:12:00,66,3.4,35.0,2.4,CLOSED
PING-9607,SHP-1096,7,2026-03-09 11:09:00,0,5.61,35.78,4.8,OPEN
PING-9608,SHP-1096,8,2026-03-09 11:58:00,54,4.41,34.26,2.4,CLOSED
PING-9701,SHP-1097,1,2026-03-09 08:00:00,59,4.4,24.53,2.4,CLOSED
PING-9702,SHP-1097,2,2026-03-09 08:47:00,53,4.56,28.76,2.4,CLOSED
PING-9703,SHP-1097,3,2026-03-09 09:28:00,47,4.75,29.08,2.4,CLOSED
PING-9704,SHP-1097,4,2026-03-09 10:15:00,53,4.63,26.7,2.4,CLOSED
PING-9705,SHP-1097,5,2026-03-09 11:14:00,48,4.46,27.54,2.4,CLOSED
PING-9706,SHP-1097,6,2026-03-09 12:01:00,67,4.47,25.79,2.4,CLOSED
PING-9707,SHP-1097,7,2026-03-09 12:58:00,49,4.43,28.4,2.4,CLOSED
PING-9708,SHP-1097,8,2026-03-09 13:49:00,65,4.32,25.53,2.4,CLOSED
PING-9709,SHP-1097,9,2026-03-09 14:35:00,49,4.56,26.45,2.4,CLOSED
PING-9710,SHP-1097,10,2026-03-09 15:30:00,59,4.84,27.11,2.4,CLOSED
PING-9801,SHP-1098,1,2026-03-09 10:00:00,64,-19.63,28.89,2.4,CLOSED
PING-9802,SHP-1098,2,2026-03-09 10:37:00,64,-19.89,32.26,2.4,CLOSED
PING-9803,SHP-1098,3,2026-03-09 11:33:00,0,-16.88,32.03,4.8,OPEN
PING-9804,SHP-1098,4,2026-03-09 12:31:00,54,-18.08,29.91,2.4,CLOSED
PING-9805,SHP-1098,5,2026-03-09 13:29:00,56,-19.28,32.75,2.4,CLOSED
PING-9806,SHP-1098,6,2026-03-09 14:28:00,71,-19.18,31.84,2.4,CLOSED
PING-9807,SHP-1098,7,2026-03-09 15:20:00,0,-16.58,28.03,4.8,OPEN
PING-9808,SHP-1098,8,2026-03-09 16:03:00,67,-17.78,28.28,2.4,CLOSED
PING-9809,SHP-1098,9,2026-03-09 16:38:00,49,-18.98,31.66,2.4,CLOSED
PING-9810,SHP-1098,10,2026-03-09 17:37:00,77,-20.18,30.44,2.4,CLOSED
PING-9811,SHP-1098,11,2026-03-09 18:33:00,61,-20.04,30.87,2.4,CLOSED
PING-9812,SHP-1098,12,2026-03-09 19:11:00,56,-19.78,30.17,2.4,CLOSED
PING-9901,SHP-1099,1,2026-03-09 12:00:00,62,3.56,38.56,2.4,CLOSED
PING-9902,SHP-1099,2,2026-03-09 12:59:00,59,3.84,38.43,2.4,CLOSED
PING-9903,SHP-1099,3,2026-03-09 13:54:00,67,3.97,41.91,2.4,CLOSED
PING-9904,SHP-1099,4,2026-03-09 14:46:00,67,3.84,38.68,2.4,CLOSED
PING-9905,SHP-1099,5,2026-03-09 15:39:00,47,3.91,39.82,2.4,CLOSED
PING-9906,SHP-1099,6,2026-03-09 16:22:00,64,3.81,38.77,2.4,CLOSED
PING-9907,SHP-1099,7,2026-03-09 17:16:00,66,3.55,41.45,2.4,CLOSED
PING-9908,SHP-1099,8,2026-03-09 18:07:00,76,3.55,38.65,2.4,CLOSED
PING-9909,SHP-1099,9,2026-03-09 18:42:00,46,3.51,42.25,2.4,CLOSED
PING-9910,SHP-1099,10,2026-03-09 19:22:00,70,3.68,38.2,2.4,CLOSED
PING-10001,SHP-1100,1,2026-03-09 14:00:00,72,3.56,40.61,2.4,CLOSED
PING-10002,SHP-1100,2,2026-03-09 14:41:00,51,3.79,43.3,2.4,CLOSED
PING-10003,SHP-1100,3,2026-03-09 15:21:00,0,7.19,39.32,4.8,OPEN
PING-10004,SHP-1100,4,2026-03-09 16:09:00,67,5.99,39.14,2.4,CLOSED
PING-10005,SHP-1100,5,2026-03-09 16:57:00,60,4.79,38.48,2.4,CLOSED
PING-10006,SHP-1100,6,2026-03-09 17:52:00,56,3.59,41.25,2.4,CLOSED
PING-10007,SHP-1100,7,2026-03-09 18:39:00,0,6.72,38.68,4.8,OPEN
PING-10008,SHP-1100,8,2026-03-09 19:24:00,59,5.52,42.13,2.4,CLOSED
PING-10009,SHP-1100,9,2026-03-09 20:20:00,62,4.32,38.57,2.4,CLOSED
PING-10010,SHP-1100,10,2026-03-09 21:00:00,49,4.12,40.1,2.4,CLOSED
PING-10011,SHP-1100,11,2026-03-09 21:40:00,46,3.95,38.19,2.4,CLOSED
PING-10012,SHP-1100,12,2026-03-09 22:17:00,59,3.75,40.9,2.4,CLOSED
PING-10101,SHP-1101,1,2026-03-09 16:00:00,76,3.65,44.42,2.4,CLOSED
PING-10102,SHP-1101,2,2026-03-09 16:40:00,60,3.72,44.0,2.4,CLOSED
PING-10103,SHP-1101,3,2026-03-09 17:21:00,0,5.53,40.07,4.8,OPEN
PING-10104,SHP-1101,4,2026-03-09 18:04:00,55,4.33,43.53,2.4,CLOSED
PING-10105,SHP-1101,5,2026-03-09 18:56:00,60,4.21,39.71,2.4,CLOSED
PING-10106,SHP-1101,6,2026-03-09 19:53:00,77,4.47,43.96,2.4,CLOSED
PING-10107,SHP-1101,7,2026-03-09 20:32:00,0,6.39,42.37,4.8,OPEN
PING-10108,SHP-1101,8,2026-03-09 21:29:00,50,5.19,39.22,2.4,CLOSED
PING-10201,SHP-1102,1,2026-03-09 18:00:00,50,3.55,41.24,2.4,CLOSED
PING-10202,SHP-1102,2,2026-03-09 18:55:00,47,3.42,36.13,2.4,CLOSED
PING-10203,SHP-1102,3,2026-03-09 19:33:00,75,3.47,38.55,2.4,CLOSED
PING-10204,SHP-1102,4,2026-03-09 20:29:00,68,3.44,39.85,2.4,CLOSED
PING-10205,SHP-1102,5,2026-03-09 21:08:00,66,3.36,36.21,2.4,CLOSED
PING-10206,SHP-1102,6,2026-03-09 21:52:00,77,3.38,38.43,2.4,CLOSED
PING-10207,SHP-1102,7,2026-03-09 22:47:00,71,3.34,39.09,2.4,CLOSED
PING-10208,SHP-1102,8,2026-03-09 23:44:00,64,3.29,39.29,2.4,CLOSED
PING-10209,SHP-1102,9,2026-03-10 00:29:00,48,3.08,35.91,2.4,CLOSED
PING-10210,SHP-1102,10,2026-03-10 01:25:00,51,2.92,39.87,2.4,CLOSED
PING-10211,SHP-1102,11,2026-03-10 02:08:00,50,2.92,41.1,2.4,CLOSED
PING-10212,SHP-1102,12,2026-03-10 03:04:00,58,3.14,40.01,2.4,CLOSED
PING-10301,SHP-1103,1,2026-03-09 20:00:00,62,3.41,23.91,2.4,CLOSED
PING-10302,SHP-1103,2,2026-03-09 20:52:00,75,3.14,27.48,2.4,CLOSED
PING-10303,SHP-1103,3,2026-03-09 21:39:00,0,6.09,24.34,4.8,OPEN
PING-10304,SHP-1103,4,2026-03-09 22:21:00,73,4.89,28.59,2.4,CLOSED
PING-10305,SHP-1103,5,2026-03-09 22:56:00,64,3.69,27.58,2.4,CLOSED
PING-10306,SHP-1103,6,2026-03-09 23:46:00,52,3.44,25.0,2.4,CLOSED
PING-10307,SHP-1103,7,2026-03-10 00:41:00,0,6.44,26.3,4.8,OPEN
PING-10308,SHP-1103,8,2026-03-10 01:39:00,66,5.24,28.56,2.4,CLOSED
PING-10309,SHP-1103,9,2026-03-10 02:25:00,49,4.04,28.73,2.4,CLOSED
PING-10310,SHP-1103,10,2026-03-10 03:11:00,54,3.85,23.9,2.4,CLOSED
PING-10401,SHP-1104,1,2026-03-09 22:00:00,61,-20.31,24.99,2.4,CLOSED
PING-10402,SHP-1104,2,2026-03-09 22:45:00,62,-20.48,30.33,2.4,CLOSED
PING-10403,SHP-1104,3,2026-03-09 23:40:00,65,-20.27,25.08,2.4,CLOSED
PING-10404,SHP-1104,4,2026-03-10 00:20:00,57,-20.01,25.42,2.4,CLOSED
PING-10405,SHP-1104,5,2026-03-10 01:12:00,53,-20.13,30.34,2.4,CLOSED
PING-10406,SHP-1104,6,2026-03-10 02:08:00,77,-20.19,28.43,2.4,CLOSED
PING-10407,SHP-1104,7,2026-03-10 03:01:00,49,-20.47,28.33,2.4,CLOSED
PING-10408,SHP-1104,8,2026-03-10 03:58:00,49,-20.4,25.49,2.4,CLOSED
PING-10409,SHP-1104,9,2026-03-10 04:54:00,62,-20.62,25.05,2.4,CLOSED
PING-10410,SHP-1104,10,2026-03-10 05:31:00,67,-20.52,26.73,2.4,CLOSED
PING-10411,SHP-1104,11,2026-03-10 06:11:00,52,-20.33,27.83,2.4,CLOSED
PING-10412,SHP-1104,12,2026-03-10 07:10:00,76,-20.54,25.86,2.4,CLOSED
PING-10501,SHP-1105,1,2026-03-10 00:00:00,49,3.7,35.11,2.4,CLOSED
PING-10502,SHP-1105,2,2026-03-10 00:39:00,65,3.92,32.4,2.4,CLOSED
PING-10503,SHP-1105,3,2026-03-10 01:38:00,0,7.07,31.94,4.8,OPEN
PING-10504,SHP-1105,4,2026-03-10 02:28:00,53,5.87,35.96,2.4,CLOSED
PING-10505,SHP-1105,5,2026-03-10 03:23:00,77,4.67,34.3,2.4,CLOSED
PING-10506,SHP-1105,6,2026-03-10 04:09:00,69,3.47,32.27,2.4,CLOSED
PING-10507,SHP-1105,7,2026-03-10 04:57:00,0,6.69,32.03,4.8,OPEN
PING-10508,SHP-1105,8,2026-03-10 05:42:00,73,5.49,36.25,2.4,CLOSED
PING-10601,SHP-1106,1,2026-03-10 02:00:00,70,3.35,33.94,2.4,CLOSED
PING-10602,SHP-1106,2,2026-03-10 02:47:00,75,3.54,36.18,2.4,CLOSED
PING-10603,SHP-1106,3,2026-03-10 03:45:00,0,6.73,35.53,4.8,OPEN
PING-10604,SHP-1106,4,2026-03-10 04:41:00,61,5.53,35.96,2.4,CLOSED
PING-10605,SHP-1106,5,2026-03-10 05:28:00,72,4.33,37.94,2.4,CLOSED
PING-10606,SHP-1106,6,2026-03-10 06:13:00,61,4.23,36.51,2.4,CLOSED
PING-10607,SHP-1106,7,2026-03-10 06:53:00,0,8.09,36.04,4.8,OPEN
PING-10608,SHP-1106,8,2026-03-10 07:36:00,48,6.89,34.67,2.4,CLOSED
PING-10609,SHP-1106,9,2026-03-10 08:34:00,55,5.69,34.29,2.4,CLOSED
PING-10610,SHP-1106,10,2026-03-10 09:20:00,55,4.49,33.55,2.4,CLOSED
PING-10611,SHP-1106,11,2026-03-10 10:03:00,63,4.52,35.32,2.4,CLOSED
PING-10612,SHP-1106,12,2026-03-10 10:49:00,76,3.32,35.44,2.4,CLOSED
PING-10701,SHP-1107,1,2026-03-10 04:00:00,49,3.6,35.1,2.4,CLOSED
PING-10702,SHP-1107,2,2026-03-10 04:47:00,51,3.35,39.31,2.4,CLOSED
PING-10703,SHP-1107,3,2026-03-10 05:46:00,0,6.13,39.2,4.8,OPEN
PING-10704,SHP-1107,4,2026-03-10 06:34:00,53,4.93,37.98,2.4,CLOSED
PING-10705,SHP-1107,5,2026-03-10 07:25:00,77,3.73,35.58,2.4,CLOSED
PING-10706,SHP-1107,6,2026-03-10 08:16:00,48,3.46,34.14,2.4,CLOSED
PING-10707,SHP-1107,7,2026-03-10 09:15:00,0,7.35,38.45,4.8,OPEN
PING-10708,SHP-1107,8,2026-03-10 10:02:00,54,6.15,34.95,2.4,CLOSED
PING-10709,SHP-1107,9,2026-03-10 10:44:00,57,4.95,38.28,2.4,CLOSED
PING-10710,SHP-1107,10,2026-03-10 11:32:00,47,3.75,34.22,2.4,CLOSED
PING-10711,SHP-1107,11,2026-03-10 12:09:00,75,3.7,37.63,2.4,CLOSED
PING-10712,SHP-1107,12,2026-03-10 13:04:00,56,3.68,34.72,2.4,CLOSED
PING-10801,SHP-1108,1,2026-03-10 06:00:00,59,2.55,33.91,2.4,CLOSED
PING-10802,SHP-1108,2,2026-03-10 06:49:00,54,2.64,35.31,2.4,CLOSED
PING-10803,SHP-1108,3,2026-03-10 07:30:00,0,5.4,33.66,4.8,OPEN
PING-10804,SHP-1108,4,2026-03-10 08:27:00,45,4.2,37.63,2.4,CLOSED
PING-10805,SHP-1108,5,2026-03-10 09:16:00,55,3.0,36.76,2.4,CLOSED
PING-10806,SHP-1108,6,2026-03-10 10:03:00,48,3.0,34.92,2.4,CLOSED
PING-10807,SHP-1108,7,2026-03-10 10:44:00,0,4.84,34.76,4.8,OPEN
PING-10808,SHP-1108,8,2026-03-10 11:21:00,53,3.64,33.29,2.4,CLOSED
PING-10901,SHP-1109,1,2026-03-10 08:00:00,70,3.33,43.2,2.4,CLOSED
PING-10902,SHP-1109,2,2026-03-10 08:38:00,57,3.25,39.61,2.4,CLOSED
PING-10903,SHP-1109,3,2026-03-10 09:32:00,0,6.89,39.83,4.8,OPEN
PING-10904,SHP-1109,4,2026-03-10 10:16:00,48,5.69,42.24,2.4,CLOSED
PING-10905,SHP-1109,5,2026-03-10 10:54:00,77,4.49,43.07,2.4,CLOSED
PING-10906,SHP-1109,6,2026-03-10 11:38:00,75,4.54,41.83,2.4,CLOSED
PING-10907,SHP-1109,7,2026-03-10 12:17:00,0,7.32,43.42,4.8,OPEN
PING-10908,SHP-1109,8,2026-03-10 13:08:00,66,6.12,43.55,2.4,CLOSED
PING-11001,SHP-1110,1,2026-03-10 10:00:00,48,-19.9,34.82,2.4,CLOSED
PING-11002,SHP-1110,2,2026-03-10 10:38:00,72,-19.62,32.89,2.4,CLOSED
PING-11003,SHP-1110,3,2026-03-10 11:37:00,55,-19.86,33.65,2.4,CLOSED
PING-11004,SHP-1110,4,2026-03-10 12:20:00,47,-19.6,33.16,2.4,CLOSED
PING-11005,SHP-1110,5,2026-03-10 13:09:00,53,-19.51,32.15,2.4,CLOSED
PING-11006,SHP-1110,6,2026-03-10 14:05:00,72,-19.69,33.23,2.4,CLOSED
PING-11007,SHP-1110,7,2026-03-10 14:59:00,51,-19.56,33.27,2.4,CLOSED
PING-11008,SHP-1110,8,2026-03-10 15:55:00,76,-19.6,32.63,2.4,CLOSED
PING-11009,SHP-1110,9,2026-03-10 16:33:00,76,-19.67,31.9,2.4,CLOSED
PING-11010,SHP-1110,10,2026-03-10 17:29:00,56,-19.44,30.6,2.4,CLOSED
PING-11011,SHP-1110,11,2026-03-10 18:22:00,70,-19.55,32.57,2.4,CLOSED
PING-11012,SHP-1110,12,2026-03-10 19:09:00,57,-19.38,32.58,2.4,CLOSED
PING-11101,SHP-1111,1,2026-03-10 12:00:00,60,3.81,35.44,2.4,CLOSED
PING-11102,SHP-1111,2,2026-03-10 12:35:00,62,3.94,37.95,2.4,CLOSED
PING-11103,SHP-1111,3,2026-03-10 13:16:00,0,7.68,36.08,4.8,OPEN
PING-11104,SHP-1111,4,2026-03-10 13:55:00,60,6.48,36.72,2.4,CLOSED
PING-11105,SHP-1111,5,2026-03-10 14:36:00,66,5.28,38.73,2.4,CLOSED
PING-11106,SHP-1111,6,2026-03-10 15:31:00,58,4.08,35.55,2.4,CLOSED
PING-11107,SHP-1111,7,2026-03-10 16:12:00,0,8.43,38.43,4.8,OPEN
PING-11108,SHP-1111,8,2026-03-10 17:04:00,45,7.23,38.0,2.4,CLOSED
PING-11201,SHP-1112,1,2026-03-10 14:00:00,69,3.49,38.83,2.4,CLOSED
PING-11202,SHP-1112,2,2026-03-10 14:59:00,64,3.72,37.2,2.4,CLOSED
PING-11203,SHP-1112,3,2026-03-10 15:34:00,60,3.57,37.74,2.4,CLOSED
PING-11204,SHP-1112,4,2026-03-10 16:22:00,54,3.72,37.39,2.4,CLOSED
PING-11205,SHP-1112,5,2026-03-10 16:59:00,69,3.67,38.09,2.4,CLOSED
PING-11206,SHP-1112,6,2026-03-10 17:58:00,61,3.54,36.09,2.4,CLOSED
PING-11207,SHP-1112,7,2026-03-10 18:44:00,67,3.75,39.13,2.4,CLOSED
PING-11208,SHP-1112,8,2026-03-10 19:24:00,46,3.97,39.17,2.4,CLOSED
PING-11209,SHP-1112,9,2026-03-10 20:07:00,61,3.86,39.45,2.4,CLOSED
PING-11210,SHP-1112,10,2026-03-10 20:43:00,73,3.77,36.46,2.4,CLOSED
PING-11301,SHP-1113,1,2026-03-10 16:00:00,63,4.26,38.33,2.4,CLOSED
PING-11302,SHP-1113,2,2026-03-10 16:38:00,53,4.28,37.82,2.4,CLOSED
PING-11303,SHP-1113,3,2026-03-10 17:31:00,0,6.16,40.97,4.8,OPEN
PING-11304,SHP-1113,4,2026-03-10 18:19:00,76,4.96,40.36,2.4,CLOSED
PING-11305,SHP-1113,5,2026-03-10 18:55:00,72,4.99,43.18,2.4,CLOSED
PING-11306,SHP-1113,6,2026-03-10 19:40:00,74,4.88,38.75,2.4,CLOSED
PING-11307,SHP-1113,7,2026-03-10 20:30:00,0,7.73,37.93,4.8,OPEN
PING-11308,SHP-1113,8,2026-03-10 21:13:00,53,6.53,41.47,2.4,CLOSED
PING-11401,SHP-1114,1,2026-03-10 18:00:00,77,3.33,39.06,2.4,CLOSED
PING-11402,SHP-1114,2,2026-03-10 18:41:00,72,3.33,39.34,2.4,CLOSED
PING-11403,SHP-1114,3,2026-03-10 19:22:00,0,5.3,42.32,4.8,OPEN
PING-11404,SHP-1114,4,2026-03-10 20:02:00,57,4.1,40.88,2.4,CLOSED
PING-11405,SHP-1114,5,2026-03-10 20:59:00,49,4.05,41.32,2.4,CLOSED
PING-11406,SHP-1114,6,2026-03-10 21:58:00,77,4.11,43.07,2.4,CLOSED
PING-11407,SHP-1114,7,2026-03-10 22:33:00,0,7.62,40.02,4.8,OPEN
PING-11408,SHP-1114,8,2026-03-10 23:21:00,54,6.42,40.36,2.4,CLOSED
PING-11409,SHP-1114,9,2026-03-11 00:19:00,51,5.22,43.25,2.4,CLOSED
PING-11410,SHP-1114,10,2026-03-11 00:54:00,47,4.02,43.14,2.4,CLOSED
PING-11501,SHP-1115,1,2026-03-10 20:00:00,74,2.4,33.58,2.4,CLOSED
PING-11502,SHP-1115,2,2026-03-10 20:50:00,71,2.21,36.37,2.4,CLOSED
PING-11503,SHP-1115,3,2026-03-10 21:31:00,47,2.21,34.13,2.4,CLOSED
PING-11504,SHP-1115,4,2026-03-10 22:18:00,59,2.0,32.89,2.4,CLOSED
PING-11505,SHP-1115,5,2026-03-10 23:06:00,45,2.05,35.24,2.4,CLOSED
PING-11506,SHP-1115,6,2026-03-10 23:58:00,46,1.97,35.2,2.4,CLOSED
PING-11507,SHP-1115,7,2026-03-11 00:56:00,55,1.81,32.06,2.4,CLOSED
PING-11508,SHP-1115,8,2026-03-11 01:45:00,56,1.6,34.88,2.4,CLOSED
PING-11601,SHP-1116,1,2026-03-10 22:00:00,71,2.95,36.19,2.4,CLOSED
PING-11602,SHP-1116,2,2026-03-10 22:42:00,73,2.88,37.81,2.4,CLOSED
PING-11603,SHP-1116,3,2026-03-10 23:23:00,0,4.99,35.08,4.8,OPEN
PING-11604,SHP-1116,4,2026-03-11 00:21:00,64,3.79,36.62,2.4,CLOSED
PING-11605,SHP-1116,5,2026-03-11 01:10:00,71,3.71,36.57,2.4,CLOSED
PING-11606,SHP-1116,6,2026-03-11 01:47:00,62,3.49,38.84,2.4,CLOSED
PING-11607,SHP-1116,7,2026-03-11 02:29:00,0,7.55,37.89,4.8,OPEN
PING-11608,SHP-1116,8,2026-03-11 03:10:00,46,6.35,34.25,2.4,CLOSED
PING-11701,SHP-1117,1,2026-03-11 00:00:00,47,3.88,36.4,2.4,CLOSED
PING-11702,SHP-1117,2,2026-03-11 00:53:00,61,4.06,38.85,2.4,CLOSED
PING-11703,SHP-1117,3,2026-03-11 01:34:00,0,6.93,38.87,4.8,OPEN
PING-11704,SHP-1117,4,2026-03-11 02:31:00,67,5.73,38.65,2.4,CLOSED
PING-11705,SHP-1117,5,2026-03-11 03:08:00,73,4.53,35.69,2.4,CLOSED
PING-11706,SHP-1117,6,2026-03-11 03:47:00,52,3.33,36.23,2.4,CLOSED
PING-11707,SHP-1117,7,2026-03-11 04:28:00,0,5.96,34.67,4.8,OPEN
PING-11708,SHP-1117,8,2026-03-11 05:10:00,63,4.76,36.36,2.4,CLOSED
PING-11801,SHP-1118,1,2026-03-11 02:00:00,62,2.41,28.84,2.4,CLOSED
PING-11802,SHP-1118,2,2026-03-11 02:45:00,67,2.29,27.07,2.4,CLOSED
PING-11803,SHP-1118,3,2026-03-11 03:39:00,0,6.18,28.21,4.8,OPEN
PING-11804,SHP-1118,4,2026-03-11 04:21:00,54,4.98,28.58,2.4,CLOSED
PING-11805,SHP-1118,5,2026-03-11 05:13:00,56,3.78,29.29,2.4,CLOSED
PING-11806,SHP-1118,6,2026-03-11 05:57:00,55,2.58,26.07,2.4,CLOSED
PING-11807,SHP-1118,7,2026-03-11 06:32:00,0,4.97,28.17,4.8,OPEN
PING-11808,SHP-1118,8,2026-03-11 07:28:00,71,3.77,27.4,2.4,CLOSED
PING-11901,SHP-1119,1,2026-03-11 04:00:00,73,3.14,39.29,2.4,CLOSED
PING-11902,SHP-1119,2,2026-03-11 04:35:00,58,2.85,37.53,2.4,CLOSED
PING-11903,SHP-1119,3,2026-03-11 05:26:00,0,6.49,37.66,4.8,OPEN
PING-11904,SHP-1119,4,2026-03-11 06:23:00,59,5.29,37.47,2.4,CLOSED
PING-11905,SHP-1119,5,2026-03-11 07:17:00,71,4.09,40.2,2.4,CLOSED
PING-11906,SHP-1119,6,2026-03-11 08:13:00,74,4.23,39.07,2.4,CLOSED
PING-11907,SHP-1119,7,2026-03-11 09:06:00,0,8.63,40.67,4.8,OPEN
PING-11908,SHP-1119,8,2026-03-11 09:43:00,62,7.43,39.91,2.4,CLOSED
PING-11909,SHP-1119,9,2026-03-11 10:22:00,76,6.23,37.65,2.4,CLOSED
PING-11910,SHP-1119,10,2026-03-11 11:01:00,75,5.03,39.24,2.4,CLOSED
PING-12001,SHP-1120,1,2026-03-11 06:00:00,63,3.67,42.39,2.4,CLOSED
PING-12002,SHP-1120,2,2026-03-11 06:41:00,70,3.61,44.28,2.4,CLOSED
PING-12003,SHP-1120,3,2026-03-11 07:37:00,58,3.65,40.93,2.4,CLOSED
PING-12004,SHP-1120,4,2026-03-11 08:15:00,67,3.41,40.53,2.4,CLOSED
PING-12005,SHP-1120,5,2026-03-11 08:56:00,51,3.71,39.91,2.4,CLOSED
PING-12006,SHP-1120,6,2026-03-11 09:33:00,65,3.76,41.11,2.4,CLOSED
PING-12007,SHP-1120,7,2026-03-11 10:21:00,71,3.93,44.37,2.4,CLOSED
PING-12008,SHP-1120,8,2026-03-11 11:16:00,50,3.97,39.65,2.4,CLOSED
PING-12009,SHP-1120,9,2026-03-11 11:52:00,71,4.07,41.9,2.4,CLOSED
PING-12010,SHP-1120,10,2026-03-11 12:28:00,75,4.09,42.39,2.4,CLOSED
PING-12101,SHP-1121,1,2026-03-11 08:00:00,69,2.7,39.31,2.4,CLOSED
PING-12102,SHP-1121,2,2026-03-11 08:43:00,55,2.9,39.27,2.4,CLOSED
PING-12103,SHP-1121,3,2026-03-11 09:28:00,0,6.92,38.86,4.8,OPEN
PING-12104,SHP-1121,4,2026-03-11 10:12:00,67,5.72,39.79,2.4,CLOSED
PING-12105,SHP-1121,5,2026-03-11 10:49:00,61,4.52,40.53,2.4,CLOSED
PING-12106,SHP-1121,6,2026-03-11 11:48:00,65,3.32,38.52,2.4,CLOSED
PING-12107,SHP-1121,7,2026-03-11 12:28:00,0,7.39,40.96,4.8,OPEN
PING-12108,SHP-1121,8,2026-03-11 13:08:00,51,6.19,40.41,2.4,CLOSED
PING-12201,SHP-1122,1,2026-03-11 10:00:00,72,3.61,36.08,2.4,CLOSED
PING-12202,SHP-1122,2,2026-03-11 10:51:00,60,3.62,38.01,2.4,CLOSED
